SOURCE,LOSS_ID,STATENAME,COMMNAME,COMMNO,PROPLOCATR,LASTLOSS,CITY,STATE,ZIPCODE,ZipClean,OCCUPANCY,POST_FIRM,ZONE,Floodplain,PROP_VALUE,BUILDING,CONTENTS,PROPLOSSES,PAID,AVERAGE,AS_OF_DT,DTLOSS01,LossDateClean,BuildPay,ContPay,DamagePCT,Valid_Value,SubDam,County Name
2018,88011,NEW JERSEY,"ROSELLE, BOROUGH OF",340472,47859,True,ROSELLE,NJ,072030000,07203,NON RESIDNT,N,C,False,1875000,14195.0,1661435.06,22,1675630.06,76165.0,01/31/2018,09/16/1999,1999-09-16,14195.0,16083.4,0.00757066666667,True,0,UNION COUNTY
2018,90871,NEW JERSEY,"ROSELLE, BOROUGH OF",340472,50200,True,ROSELLE,NJ,072030000,07203,NON RESIDNT,N,C,False,0,0.0,1443483.47,22,1443483.47,65612.89,01/31/2018,09/16/1999,1999-09-16,0.0,5597.0,0.0,True,0,UNION COUNTY
2015,10380,NEW JERSEY,"KEYPORT, BOROUGH OF",340304,3454,True,KEYPORT,NJ,077350000,07735,4,N,X,False,339053,511575.07,184184.51,21,695759.58,33131.41,20151130,20121029,2012-10-29,85700.0,29600.0,0.252762842387,True,0,
2015,46791,NEW JERSEY,"LINCOLN PARK, BOROUGH OF",345300,16874,True,LINCOLN PARK,NJ,070352010,07035,1,N,A,True,158305,216289.52,133559.83,20,349849.35,17492.47,20151130,20110828,2011-08-28,66313.3,30000.0,0.418895802407,True,0,
2018,97760,NEW JERSEY,"OCEAN CITY, CITY OF",345310,56028,True,OCEAN CITY,NJ,082263819,08226,OTHR-NONRES,N,A07,True,472129,69130.5,287516.14,20,356646.64,17832.33,01/31/2018,01/22/2016,2016-01-22,0.0,1798.24,0.0,True,0,CAPE MAY COUNTY
2015,32640,NEW JERSEY,"POMPTON LAKES, BORO OF",345528,11386,True,POMPTON LAKES,NJ,074420000,07442,1,N,X,False,433128,478731.63,178103.11,20,656834.74,32841.74,20151130,20110828,2011-08-28,79286.69,16751.87,0.183056025009,True,0,
2018,14508,NEW JERSEY,"DOVER,TOWN OF",340340,5142,True,DOVER,NJ,078014103,07801,NON RESIDNT,N,A03,True,171514,116833.18,60859.17,20,177692.35,8884.62,01/31/2018,09/07/2011,2011-09-07,2632.96,0.0,0.0153512832772,True,0,MORRIS COUNTY
2018,66784,NEW JERSEY,"WAYNE, TOWNSHIP OF",345327,30038,True,WAYNE,NJ,074706714,07470,SINGLE FMLY,N,AE,True,298911,438946.89,111446.16,19,550393.05,28968.06,01/31/2018,08/28/2011,2011-08-28,84503.12,15800.0,0.282703279572,True,0,PASSAIC COUNTY
2018,6216,NEW JERSEY,"VENTNOR CITY, CITY OF",345326,2107,True,VENTNOR CITY,NJ,084060000,08406,2-4 FAMILY,N,AE,True,252680,241471.25,41935.36,19,283406.61,14916.14,01/31/2018,10/29/2012,2012-10-29,128995.42,13586.48,0.510509023271,True,0,ATLANTIC COUNTY
2018,19360,NEW JERSEY,"WILDWOOD, CITY OF",345329,6731,True,WILDWOOD,NJ,082600000,08260,2-4 FAMILY,N,AE,True,166669,375220.77,54255.22,19,429475.99,22604.0,01/31/2018,01/23/2016,2016-01-23,47767.97,0.0,0.286603807547,True,0,CAPE MAY COUNTY
2018,96758,NEW JERSEY,"TRENTON, CITY OF",345325,55004,True,TRENTON,NJ,086384320,08638,NON RESIDNT,N,C,False,1019433,342822.15,2818242.42,19,3161064.57,166371.82,01/31/2018,08/28/2011,2011-08-28,53974.44,274710.4,0.0529455491435,True,0,MERCER COUNTY
2015,50610,NEW JERSEY,"POMPTON LAKES, BORO OF",345528,18862,True,POMPTON LAKES,NJ,074422409,07442,1,N,A,True,254677,212971.77,163871.14,19,376842.91,19833.84,20151130,20110828,2011-08-28,29933.7,16124.19,0.117535937678,True,0,
2018,12869,NEW JERSEY,"LINCOLN PARK, BOROUGH OF",345300,4505,True,LINCOLN PARK,NJ,070352545,07035,SINGLE FMLY,N,A09,True,161903,169875.94,115604.95,19,285480.89,15025.31,01/31/2018,08/28/2011,2011-08-28,25108.84,0.0,0.155085699462,True,0,MORRIS COUNTY
2018,15051,NEW JERSEY,"HAWTHORNE, BOROUGH OF",340400,5369,True,HAWTHORNE,NJ,07506,07506,NON RESIDNT,N,X,False,0,0.0,1113053.16,19,1113053.16,58581.75,01/31/2018,08/01/2000,2000-08-01,0.0,189518.51,0.0,True,0,PASSAIC COUNTY
2018,14629,NEW JERSEY,"DOVER,TOWN OF",340340,5200,True,DOVER,NJ,078014120,07801,NON RESIDNT,N,A03,True,748169,75321.93,117903.51,18,193225.44,10734.75,01/31/2018,09/07/2011,2011-09-07,17870.64,15618.5,0.023885833281,True,0,MORRIS COUNTY
2015,40581,NEW JERSEY,"WAYNE, TOWNSHIP OF",345327,13627,True,WAYNE,NJ,074707208,07470,1,N,A,True,183160,382324.29,180281.81,18,562606.1,31255.89,20151130,20110828,2011-08-28,85995.93,20000.0,0.469512611924,True,0,
2015,40617,NEW JERSEY,"LINCOLN PARK, BOROUGH OF",345300,13633,True,LINCOLN PARK,NJ,070352404,07035,1,N,A,True,346830,272304.61,11163.01,18,283467.62,15748.2,20151130,20110827,2011-08-27,31797.04,0.0,0.0916790358389,True,0,
2018,14486,NEW JERSEY,"WAYNE, TOWNSHIP OF",345327,5133,True,WAYNE,NJ,074700000,07470,SINGLE FMLY,N,A15,True,271841,352765.98,193835.82,17,546601.8,32153.05,01/31/2018,08/29/2011,2011-08-29,75755.89,37355.23,0.27867720469,True,0,PASSAIC COUNTY
2015,12357,NEW JERSEY,"WAYNE, TOWNSHIP OF",345327,4216,True,WAYNE,NJ,074700000,07470,1,N,A,True,56200,267205.19,50361.53,17,317566.72,18680.4,20151130,20110907,2011-09-07,72854.81,10600.0,1.29634893238,False,0,
2018,39951,NEW JERSEY,"FAIRFIELD, TOWNSHIP OF",340168,13404,True,LINCOLN PARK,NJ,07035,07035,SINGLE FMLY,N,X,False,219152,276338.38,98373.7,17,374712.08,22041.89,01/31/2018,08/28/2011,2011-08-28,52165.8,1213.01,0.23803478864,True,0,CUMBERLAND COUNTY
2018,65988,NEW JERSEY,"LINCOLN PARK, BOROUGH OF",345300,29173,True,LINCOLN PARK,NJ,070352701,07035,OTHR-NONRES,N,AE,True,2619800,2037342.42,271129.34,17,2308471.76,135792.46,01/31/2018,09/08/2011,2011-09-08,165290.64,0.0,0.0630928467822,True,0,MORRIS COUNTY
2018,50767,NEW JERSEY,"DOVER,TOWN OF",340340,18912,True,DOVER,NJ,078010000,07801,NON RESIDNT,N,A03,True,345313,623133.23,1923347.99,17,2546481.22,149793.01,01/31/2018,09/09/2011,2011-09-09,17610.6,166560.12,0.0509989487798,True,0,MORRIS COUNTY
2018,19242,NEW JERSEY,"TRENTON, CITY OF",345325,6701,True,TRENTON,NJ,086384431,08638,OTHR-NONRES,N,A07,True,697930,142891.17,440090.69,17,582981.86,34293.05,01/31/2018,09/16/1999,1999-09-16,25000.0,50000.0,0.035820211196,True,0,MERCER COUNTY
2018,94132,NEW JERSEY,"WAYNE, TOWNSHIP OF",345327,52928,True,WAYNE,NJ,074700000,07470,SINGLE FMLY,N,A15,True,148952,152612.71,91738.81,16,244351.52,15271.97,01/31/2018,08/28/2011,2011-08-28,58506.78,39754.72,0.392789489231,True,0,PASSAIC COUNTY
2018,47127,NEW JERSEY,"RIVER VALE, TOWNSHIP OF",340069,16979,True,RIVERVALE,NJ,079750000,07975,SINGLE FMLY,N,AE,True,198088,904078.74,446644.29,16,1350723.03,84420.19,01/31/2018,08/28/2011,2011-08-28,238864.78,93100.0,1.20585184363,False,0,BERGEN COUNTY
2015,12082,NEW JERSEY,"VENTNOR CITY, CITY OF",345326,4131,True,VENTNOR,NJ,084060000,08406,1,N,A,True,248604,168070.55,49673.43,16,217743.98,13609.0,20151130,20130618,2013-06-18,14272.79,1286.24,0.0574117471963,True,0,
2015,32673,NEW JERSEY,"WAYNE, TOWNSHIP OF",345327,11392,True,WAYNE,NJ,074707663,07470,1,N,A,True,228135,220167.58,108580.15,16,328747.73,20546.73,20151130,20110828,2011-08-28,42755.22,36439.03,0.187411927148,True,0,
2018,104383,NEW JERSEY,"WAYNE, TOWNSHIP OF",345327,64740,True,WAYNE,NJ,074700000,07470,SINGLE FMLY,N,AE,True,233776,295146.13,128081.26,16,423227.39,26451.71,01/31/2018,05/01/2014,2014-05-01,9960.78,13295.47,0.0426082232565,True,0,PASSAIC COUNTY
2018,14592,NEW JERSEY,"LINCOLN PARK, BOROUGH OF",345300,5185,True,LINCOLN PARK,NJ,070352427,07035,SINGLE FMLY,N,A09,True,321373,206822.9,68592.13,16,275415.03,17213.44,01/31/2018,08/28/2011,2011-08-28,77449.61,30000.0,0.240996007754,True,0,MORRIS COUNTY
2018,28519,NEW JERSEY,"NORTH WILDWOOD, CITY OF",345308,9694,True,WILDWOOD,NJ,082602613,08260,2-4 FAMILY,N,A06,True,121891,130316.06,12944.4,16,143260.46,8953.78,01/31/2018,11/13/2009,2009-11-13,20071.99,1855.0,0.164671632852,True,0,CAPE MAY COUNTY
2018,13375,NEW JERSEY,"SEA ISLE CITY, CITY OF",345318,4665,True,SEA ISLE CITY,NJ,082431929,08243,2-4 FAMILY,N,AE,True,362140,237125.98,10588.0,16,247713.98,15482.12,01/31/2018,01/23/2016,2016-01-23,11911.91,0.0,0.0328931076379,True,0,CAPE MAY COUNTY
2018,67007,NEW JERSEY,"WAYNE, TOWNSHIP OF",345327,30255,True,WAYNE,NJ,074700000,07470,SINGLE FMLY,N,A09,True,86488,157496.68,41804.34,15,199301.02,13286.73,01/31/2018,08/28/2011,2011-08-28,53742.97,7327.23,0.621392216261,True,0,PASSAIC COUNTY
2015,11270,NEW JERSEY,"WILDWOOD, CITY OF",345329,3839,True,WILDWOOD,NJ,082601613,08260,1,N,A,True,108000,100137.9,48898.95,15,149036.85,9935.79,20151130,20000125,2000-01-25,8432.45,3312.0,0.0780782407407,True,0,
2018,32720,NEW JERSEY,"EAGLESWOOD, TOWNSHIP OF",340372,11399,True,WEST CREEK,NJ,080929766,08092,SINGLE FMLY,N,A06,True,263934,165172.15,187843.68,15,353015.83,23534.39,01/31/2018,10/29/2012,2012-10-29,62257.91,0.0,0.235884387764,True,0,OCEAN COUNTY
2018,46992,NEW JERSEY,"LODI, BOROUGH OF",340047,16925,True,LODI,NJ,076441831,07644,NON RESIDNT,N,A12,True,493468,359824.68,45522.4,15,405347.08,27023.14,01/31/2018,03/11/2011,2011-03-11,25691.02,0.0,0.0520621803237,True,0,BERGEN COUNTY
2018,14919,NEW JERSEY,"WAYNE, TOWNSHIP OF",345327,5311,True,WAYNE,NJ,074707265,07470,SINGLE FMLY,N,A15,True,84150,187129.1,20244.92,15,207374.02,13824.93,01/31/2018,04/16/2007,2007-04-16,38555.96,9030.62,0.45818134284,True,0,PASSAIC COUNTY
2018,85315,NEW JERSEY,"FAIRFIELD, TOWNSHIP OF",345295,45577,True,FAIRFIELD,NJ,070041011,07004,NON RESIDNT,N,A07,True,855977,227365.47,169823.92,15,397189.39,26479.29,01/31/2018,08/28/2011,2011-08-28,21201.86,1130.19,0.0247691935648,True,0,ESSEX COUNTY
2018,50850,NEW JERSEY,"NEWARK, CITY OF",340189,18932,True,NEWARK,NJ,071141329,07114,NON RESIDNT,N,A07,True,0,0.0,60614.39,15,60614.39,4040.96,01/31/2018,08/02/1986,1986-08-02,0.0,6000.0,0.0,True,0,ESSEX COUNTY
2018,90503,NEW JERSEY,"EGG HARBOR, TOWNSHIP OF",340007,49932,True,PLEASANTVILLE,NJ,082322806,08232,BUSI-NONRES,N,A05,True,703030,1223586.08,196485.17,15,1420071.25,94671.42,01/31/2018,01/23/2017,2017-01-23,72524.61,4845.66,0.103160050069,True,0,ATLANTIC COUNTY
2018,50659,NEW JERSEY,"LINCOLN PARK, BOROUGH OF",345300,18888,True,LINCOLN PARK,NJ,070352020,07035,SINGLE FMLY,N,A09,True,194884,318823.36,162766.4,15,481589.76,32105.98,01/31/2018,08/28/2011,2011-08-28,56423.93,26735.96,0.289525717863,True,0,MORRIS COUNTY
2018,46876,NEW JERSEY,"WESTWOOD, BOROUGH OF",340081,16895,True,WESTWOOD,NJ,076751547,07675,SINGLE FMLY,N,A08,True,149632,120936.0,57674.68,15,178610.68,11907.38,01/31/2018,05/23/2013,2013-05-23,10936.79,3458.2,0.0730912505346,True,0,BERGEN COUNTY
2018,6869,NEW JERSEY,"TRENTON, CITY OF",345325,2341,True,TRENTON,NJ,086380000,08638,OTHR-NONRES,N,X,False,906353,358413.41,1012345.16,15,1370758.57,91383.9,01/31/2018,04/16/2007,2007-04-16,0.0,216872.89,0.0,True,0,MERCER COUNTY
2015,55326,NEW JERSEY,"POMPTON LAKES, BORO OF",345528,21717,True,POMPTON LAKES,NJ,074420000,07442,1,N,A,True,233232,327574.09,156640.69,15,484214.78,32280.99,20151130,20110828,2011-08-28,80023.02,9858.97,0.343104805516,True,0,
2018,7952,NEW JERSEY,"OCEAN CITY, CITY OF",345310,2657,True,OCEAN CITY,NJ,082262924,08226,SINGLE FMLY,N,A07,True,331024,265567.61,65349.42,15,330917.03,22061.14,01/31/2018,01/09/2016,2016-01-09,5785.25,7353.99,0.0174768294746,True,0,CAPE MAY COUNTY
2015,88592,NEW JERSEY,"POMPTON LAKES, BORO OF",345528,48390,True,POMPTON LAKES,NJ,074421635,07442,2,N,A,True,245684,272133.64,51850.42,15,323984.06,21598.94,20151130,20110901,2011-09-01,60626.49,8594.2,0.246766130477,True,0,
2018,46977,NEW JERSEY,"LODI, BOROUGH OF",340047,16924,True,LODI,NJ,076441830,07644,NON RESIDNT,N,A12,True,710469,352608.38,288.0,15,352896.38,23526.43,01/31/2018,03/11/2011,2011-03-11,34866.37,0.0,0.0490751461359,True,0,BERGEN COUNTY
2018,76117,NEW JERSEY,"LINCOLN PARK, BOROUGH OF",345300,38119,True,LINCOLN PARK,NJ,070350000,07035,SINGLE FMLY,N,A09,True,166342,138825.31,39508.76,15,178334.07,11888.94,01/31/2018,08/28/2011,2011-08-28,38370.67,0.0,0.230673371728,True,0,MORRIS COUNTY
2018,20689,NEW JERSEY,"NORTH WILDWOOD, CITY OF",345308,7246,True,WILDWOOD,NJ,082600000,08260,2-4 FAMILY,N,AE,True,305396,112819.41,44455.64,15,157275.05,10485.0,01/31/2018,01/23/2016,2016-01-23,18299.42,10500.0,0.0599203002004,True,0,CAPE MAY COUNTY
2018,65681,NEW JERSEY,"WAYNE, TOWNSHIP OF",345327,28967,True,WAYNE,NJ,074707265,07470,SINGLE FMLY,N,A09,True,148773,130451.14,41566.89,15,172018.03,11467.87,01/31/2018,08/28/2011,2011-08-28,66549.36,11914.6,0.447321489786,True,0,PASSAIC COUNTY
2018,28645,NEW JERSEY,"WEST WILDWOOD, BOROUGH OF",345328,9719,True,WILDWOOD,NJ,082602220,08260,2-4 FAMILY,N,A06,True,116768,157800.77,43574.75,15,201375.52,13425.03,01/31/2018,02/23/2003,2003-02-23,14702.47,4600.0,0.12591180803,True,0,CAPE MAY COUNTY
2018,28660,NEW JERSEY,"NORTH WILDWOOD, CITY OF",345308,9723,True,NORTH WILDWOOD,NJ,082602702,08260,2-4 FAMILY,N,AE,True,118857,94182.82,37994.88,15,132177.7,8811.85,01/31/2018,01/23/2016,2016-01-23,3242.81,4207.94,0.027283290004,True,0,CAPE MAY COUNTY
2018,66370,NEW JERSEY,"FAIRFIELD, TOWNSHIP OF",345295,29615,True,FAIRFIELD,NJ,07006,07006,OTHR-NONRES,N,A07,True,747426,148389.18,32837.9,15,181227.08,12081.81,01/31/2018,03/30/2010,2010-03-30,20544.11,0.0,0.0274864802669,True,0,ESSEX COUNTY
2015,14563,NEW JERSEY,"STONE HARBOR, BOROUGH OF",345323,5172,True,STONE HARBOR,NJ,082471721,08247,1,Y,A,True,372233,95458.72,34014.15,15,129472.87,8631.52,20151130,20121029,2012-10-29,2326.15,2790.44,0.00624917726263,True,0,
2018,73572,NEW JERSEY,"WAYNE, TOWNSHIP OF",345327,36340,True,WAYNE,NJ,074700000,07470,SINGLE FMLY,N,A10,True,149345,132197.83,129393.24,15,261591.07,17439.4,01/31/2018,08/28/2011,2011-08-28,29945.81,40000.0,0.200514312498,True,0,PASSAIC COUNTY
2015,28129,NEW JERSEY,"WILDWOOD, CITY OF",345329,9607,True,WILDWOOD,NJ,082600000,08260,4,N,A,True,250000,460658.37,845245.22,15,1305903.59,87060.24,20151130,19961008,1996-10-08,38463.08,72538.61,0.15385232,True,0,
2018,108957,NEW JERSEY,"TUCKERTON, BOROUGH OF",340395,70118,True,TUCKERTON,NJ,080870000,08087,SINGLE FMLY,N,A06,True,78934,123633.82,14334.19,15,137968.01,9197.87,01/31/2018,10/29/2012,2012-10-29,44754.83,5155.38,0.566990523729,True,0,OCEAN COUNTY
2018,72776,NEW JERSEY,"POMPTON LAKES, BORO OF",345528,35470,True,POMPTON LAKES,NJ,074420000,07442,SINGLE FMLY,N,A13,True,181386,385448.85,171070.21,15,556519.06,37101.27,01/31/2018,09/08/2011,2011-09-08,61392.44,17834.01,0.338462946424,True,0,PASSAIC COUNTY
2015,4700,NEW JERSEY,"SEA BRIGHT, BOROUGH OF",345317,1555,True,SEA BRIGHT,NJ,077602113,07760,1,N,A,True,401216,398570.39,194505.56,14,593075.95,42362.57,20151130,20121029,2012-10-29,55978.22,25023.82,0.139521404929,True,0,
2015,15316,NEW JERSEY,"WAYNE, TOWNSHIP OF",345327,5460,True,WAYNE,NJ,074706673,07470,1,N,A,True,209208,247842.7,188917.2,14,436759.9,31197.14,20151130,20110828,2011-08-28,71831.03,19159.51,0.343347434133,True,0,
2018,18378,NEW JERSEY,"ATLANTIC CITY, CITY OF",345278,6446,True,ATLANTIC CITY,NJ,08401,08401,SINGLE FMLY,N,AE,True,148776,132076.67,27295.05,14,159371.72,11383.69,01/31/2018,10/29/2012,2012-10-29,34995.35,4460.15,0.235221742754,True,0,ATLANTIC COUNTY
2015,65971,NEW JERSEY,"WAYNE, TOWNSHIP OF",345327,29170,True,WAYNE,NJ,074707255,07470,1,N,A,True,142240,123336.13,50047.71,14,173383.84,12384.56,20151130,20070415,2007-04-15,0.0,6615.58,0.0,True,0,
2018,169103,NEW JERSEY,"MIDDLE, TOWNSHIP OF",340154,168991,True,MIDDLE TWP,NJ,082100000,08210,SINGLE FMLY,N,A05,True,163028,240245.42,39170.69,14,279416.11,19958.29,01/31/2018,01/23/2016,2016-01-23,40625.51,4035.32,0.249193451432,True,0,CAPE MAY COUNTY
2018,66305,NEW JERSEY,"WAYNE, TOWNSHIP OF",345327,29565,True,WAYNE,NJ,074706667,07470,SINGLE FMLY,N,AE,True,226660,125051.04,32234.49,14,157285.53,11234.68,01/31/2018,08/28/2011,2011-08-28,17492.3,10995.83,0.0771741815936,True,0,PASSAIC COUNTY
2018,90481,NEW JERSEY,"NEWARK, CITY OF",340189,49915,True,NEWARK,NJ,071050000,07105,NON RESIDNT,N,AE,True,7482000,1711398.22,1517433.69,14,3228831.91,230630.85,01/31/2018,04/30/2014,2014-04-30,414930.77,0.0,0.0554571999465,True,0,ESSEX COUNTY
2018,80325,NEW JERSEY,"FAIRFIELD, TOWNSHIP OF",345295,41692,True,FAIRFIELD,NJ,070041002,07004,SINGLE FMLY,N,A08,True,206144,217555.56,75987.42,14,293542.98,20967.36,01/31/2018,08/28/2011,2011-08-28,38024.51,26089.88,0.184456059842,True,0,ESSEX COUNTY
2018,97497,NEW JERSEY,"WAYNE, TOWNSHIP OF",345327,55832,True,WAYNE,NJ,074707022,07470,SINGLE FMLY,N,AE,True,248255,262146.17,10174.39,14,272320.56,19451.47,01/31/2018,05/02/2014,2014-05-02,19914.09,0.0,0.0802162695615,True,0,PASSAIC COUNTY
2018,84945,NEW JERSEY,"WAYNE, TOWNSHIP OF",345327,45331,True,WAYNE,NJ,07470,07470,SINGLE FMLY,N,AE,True,33700,257309.44,97670.46,14,354979.9,25355.71,01/31/2018,08/28/2011,2011-08-28,54138.11,18482.65,1.60647210682,False,0,PASSAIC COUNTY
2018,14606,NEW JERSEY,"VENTNOR CITY, CITY OF",345326,5194,True,VENTNOR,NJ,084060000,08406,2-4 FAMILY,N,A08,True,212419,208570.35,20513.23,14,229083.58,16363.11,01/31/2018,01/23/2016,2016-01-23,32686.46,707.48,0.153877289696,True,0,ATLANTIC COUNTY
2018,50950,NEW JERSEY,"LODI, BOROUGH OF",340047,18961,True,LODI,NJ,076441434,07644,NON RESIDNT,N,AE,True,152500,56120.48,308774.7,14,364895.18,26063.94,01/31/2018,04/30/2014,2014-04-30,4396.09,17475.59,0.0288268196721,True,0,BERGEN COUNTY
2015,32590,NEW JERSEY,"POMPTON LAKES, BORO OF",345528,11369,True,POMPTON LAKES,NJ,074420000,07442,1,N,A,True,137384,98469.41,23134.94,14,121604.35,8686.03,20151130,20110828,2011-08-28,21192.08,0.0,0.154254352763,True,0,
2015,109415,NEW JERSEY,"WEST DEPTFORD, TOWNSHIP OF",340214,70508,True,WEST DEPTFORD TWP,NJ,080860000,08086,1,N,A,True,126972,253344.76,55845.13,14,309189.89,22084.99,20151130,20130813,2013-08-13,30809.75,859.66,0.242649954321,True,0,
2018,92558,NEW JERSEY,"WAYNE, TOWNSHIP OF",345327,51621,True,WAYNE,NJ,074700000,07470,SINGLE FMLY,N,A15,True,277925,154093.72,85060.83,14,239154.55,17082.47,01/31/2018,08/28/2011,2011-08-28,24858.0,0.0,0.0894413960601,True,0,PASSAIC COUNTY
2015,14734,NEW JERSEY,"POMPTON LAKES, BORO OF",345528,5221,True,POMPTON LAKES,NJ,074422419,07442,1,N,A,True,385289,148260.27,99640.22,14,247900.49,17707.18,20151130,20110828,2011-08-28,0.0,18557.19,0.0,True,0,
2015,104971,NEW JERSEY,"LINCOLN PARK, BOROUGH OF",345300,65503,True,LINCOLN PARK,NJ,070352009,07035,1,N,A,True,179645,119756.85,33961.51,13,153718.36,11824.49,20151130,20110828,2011-08-28,37577.38,22654.18,0.209175763311,True,0,
2018,110085,NEW JERSEY,"NORTH WILDWOOD, CITY OF",345308,71060,True,N WILDWOOD,NJ,082605501,08260,NON RESIDNT,N,A07,True,1573756,260930.16,137416.06,13,398346.22,30642.02,01/31/2018,01/23/2016,2016-01-23,18479.39,3879.98,0.0117422205221,True,0,CAPE MAY COUNTY
2018,128592,NEW JERSEY,"LITTLE EGG HARBOR, TOWNSHIP OF",340380,92865,True,LITTLE EGG HARBOR TWP,NJ,08087,08087,SINGLE FMLY,N,AE,True,127578,156975.76,46492.05,13,203467.81,15651.37,01/31/2018,10/29/2012,2012-10-29,62896.03,7147.06,0.493000595714,True,0,OCEAN COUNTY
2018,9499,NEW JERSEY,"WEST WILDWOOD, BOROUGH OF",345328,3150,True,WEST WILDWOOD,NJ,082602224,08260,SINGLE FMLY,N,A06,True,160102,190596.29,27879.52,13,218475.81,16805.83,01/31/2018,01/23/2016,2016-01-23,30044.52,0.0,0.187658617631,True,0,CAPE MAY COUNTY
2018,28887,NEW JERSEY,"WEST WILDWOOD, BOROUGH OF",345328,9793,True,WILDWOOD,NJ,082602230,08260,SINGLE FMLY,N,A06,True,262440,42570.99,18400.0,13,60970.99,4690.08,01/31/2018,05/12/2008,2008-05-12,1477.76,1404.22,0.00563084895595,True,0,CAPE MAY COUNTY
2018,89963,NEW JERSEY,"POMPTON LAKES, BORO OF",345528,49451,True,POMPTON LAKES,NJ,074420000,07442,SINGLE FMLY,N,A13,True,352590,371076.84,198217.96,13,569294.8,43791.91,01/31/2018,08/28/2011,2011-08-28,85916.4,21895.63,0.243672253893,True,0,PASSAIC COUNTY
2015,46804,NEW JERSEY,"POMPTON LAKES, BORO OF",345528,16875,True,POMPTON LAKES,NJ,074422409,07442,1,N,A,True,230220,133610.93,59358.33,13,192969.26,14843.79,20151130,20110828,2011-08-28,38457.4,0.0,0.167046303536,True,0,
2018,13227,NEW JERSEY,"WEST WILDWOOD, BOROUGH OF",345328,4623,True,WEST WILDWOOD,NJ,082602176,08260,SINGLE FMLY,N,A06,True,144209,185156.06,71801.42,13,256957.48,19765.96,01/31/2018,01/23/2016,2016-01-23,36294.77,18550.74,0.251681725828,True,0,CAPE MAY COUNTY
